a,긍정,부정,진보,보수,찬성,반대,b,c,d
0,13.0,43.19,37.13,48.13,34.67,70.34,"尹 “청년 지켜주지 못한 미안함, 영원히 떠나지 않을 것”","윤석열 대통령은 5일 ‘이태원 압사 참사’와 관련 “꽃다운 청년들을 지켜주지 못한 미안한 마음은 영원히 저를 떠나지 않을 것”이라고 밝혔다. 윤 대통령은 이날 서울 서초구 백석대학교 서울캠퍼스 하은홀에서 열린 ‘한국교회 이태원 참사 위로예배’에서 “부모님은 사랑하는 자녀를, 친구들은 소중한 벗을 하루아침에 잃었다”며 이같이 말했다. 윤 대통령은 “마음이 무겁다. 참으로 가슴이 아프다”면서 “무한한 책임감으로 이러한 비극이 발생하지 않도록 할 것”이라고 약속했다. 그러면서 “이 비극은 우리 모두의 슬픔이고 우리 모두의 아픔”이라며 “늘 어려운 이웃에 든든한 버팀목이 되어준 한국 교회와 성도들께서 사랑으로, 또 믿음으로 우리 사회의 아픔을 보듬어 주시기를 부탁드린다”고 당부했다. 윤 대통령은 또 “저와 정부가 마음을 다하고, 온 힘을 다해 안전한 대한민국을 만들 수 있도록 성도 여러분의 많은 기도 부탁드린다”고 했다. 윤 대통령은 전날 조계사에서 진행된 ‘이태원 참사 희생 영가 추모 위령법회’에 참석한 데 이어 이날 개신교계 추모 행사를 찾았다. 예배에는 김건희 여사를 비롯해 대통령실 김대기 비서실장, 김용현 경호처장, 김은혜 홍보수석, 강승규 시민사회수석, 임종득 국가안보실 2차장, 김일범 의전비서관 등이 참석했다. 개신교계에서는 김삼환 명성교회 원로목사, 김장환 극동방송 이사장, 장종현 대한예수교장로회 백석 총회장, 고명진 수원중앙침례교회 담임목사, 김태영 백양로교회 담임목사, 이순창 대한예수교장로회 통합 총회장, 김주헌 기독교대한성결교회 총회장과 교인 등 총 1000여명이 자리했다. 이순창 총회장은 ‘국가와 사회를 위한 한국교회의 입장문’에서 “국민의 생명을 최우선으로 삼아 사전에 대비하며, 온 정성의 최선을 다해 주시기를 바란다”며 “슬픔을 극복하고 더 안전한 대한민국을 세워 달라”고 주문했다.",https://v.daum.net/v/20221105151532148
0,3.55,48.62,14.75,39.21,19.36,66.09,"[이태원 참사] 尹대통령 ""청년들 못지킨 미안함 영원히 떠나지 않을 것""","(서울=연합뉴스) 한혜원 기자 = 윤석열 대통령은 5일 '이태원 압사 참사'와 관련 ""꽃다운 청년들을 지켜주지 못한 미안한 마음은 영원히 저를 떠나지 않을 것""이라고 밝혔다.  윤 대통령은 이날 백석대학교 서울캠퍼스 하은홀에서 열린 '한국교회 이태원 참사 위로예배'에서 한 위로의 말에서 ""부모님은 사랑하는 자녀를, 친구들은 소중한 벗을 하루아침에 잃었다""며 이같이 말했다.  윤 대통령은 ""마음이 무겁다. 참으로 가슴이 아프다""면서 ""무한한 책임감으로 이러한 비극이 발생하지 않도록 할 것""이라고 약속했다. 그러면서 ""이 비극은 우리 모두의 슬픔이고 우리 모두의 아픔""이라며 ""늘 어려운 이웃에 든든한 버팀목이 되어준 한국 교회와 성도들께서 사랑으로, 또 믿음으로 우리 사회의 아픔을 보듬어 주시기를 부탁드린다""고 당부했다.  윤 대통령은 또 ""저와 정부가 마음을 다하고, 온 힘을 다해 안전한 대한민국을 만들 수 있도록 성도 여러분의 많은 기도 부탁드린다""고 요청했다.  윤 대통령은 전날 조계사에서 진행된 '이태원 참사 희생 영가 추모 위령법회'에 참석한 데 이어 이날 개신교계 추모 행사를 찾아 위로의 뜻을 전했다.  예배에는 김건희 여사를 비롯해 대통령실 김대기 비서실장, 김용현 경호처장, 김은혜 홍보수석, 강승규 시민사회수석, 임종득 국가안보실 2차장, 김일범 의전비서관 등이 참석했다. 개신교계에서는 김삼환 명성교회 원로목사, 김장환 극동방송 이사장, 장종현 대한예수교장로회 백석 총회장, 고명진 수원중앙침례교회 담임목사, 김태영 백양로교회 담임목사, 이순창 대한예수교장로회 통합 총회장, 김주헌 기독교대한성결교회 총회장과 교인 등 총 1천여명이 자리했다.  윤 대통령과 김 여사는 기도 시간에 함께 고개를 숙이고 기도했다. 김 여사는 찬송 시간에 예배 안내서를 보면서 찬송가를 함께 불렀다.  이순창 총회장은 '국가와 사회를 위한 한국교회의 입장문'에서 ""정부는 애도하며 추모하는 국민의 아픔을 위로하며, 생명과 안전을 견고히 하는 사회가 되도록 노력해 주시기를 기대하고 바란다""고 밝혔다.  이어 ""국민의 생명을 최우선으로 삼아 사전에 대비하며, 온 정성의 최선을 다해 주시기를 바란다""며 ""슬픔을 극복하고 더 안전한 대한민국을 세워 달라""고 주문했다.  이 총회장은 아울러 ""한국교회 1천만 성도들이 고통하는 이들과 손잡고 같이 가겠다""며 ""참담한 슬픔을 우리의 가슴에 담고, 여러분의 이러한 슬픔이 다시 반복되지 않도록 끝까지 노력하겠다""고 강조했다.  hye1@yna.co.kr ▶제보는 카톡 okjebo",https://v.daum.net/v/20221105150533932
0,12.14,14.41,29.1,34.87,29.06,35.65,"尹 ""꽃다운 청년들 못 지킨 미안한 마음""...이틀째 공식 사과","             윤석열 대통령이 오늘(5일) ""꽃다운 청년들을 지키지 못한 미안한 마음이 영원히 저를 떠나지 않을 것""이라고 말했습니다.             윤 대통령은 서울 서초구 백석대 서울캠퍼스에서 열린 '한국교회 이태원 참사 위로 예배'에 참석해 '위로 말씀'을 통해 이틀째 공식 사과했습니다.  이어 ""부모님은 사랑하는 자녀를, 친구는 소중한 벗을 하루아침에 잃어 마음이 무겁다. 참으로 가슴이 아프다""고 언급했습니다.  또 ""무한한 책임감으로 이러한 비극이 발생하지 않도록 할 것""이라며 ""이 비극은 우리 모두의 슬픔이고 모두의 아픔""이라고 했습니다.  위로 예배에는 김건희 여사도 참석했습니다.  앞서 윤 대통령은 어제 서울 조계사에서 열린 '이태원 참사 희생 영가 추모 위령법회'에 참석해 추도사를 통해 ""국민 생명과 안전을 책임져야 하는 대통령으로서 비통하고 죄송한 마음""이라며 처음으로 공개 사과했습니다.  윤 대통령은 오늘도 서울시청 광장 합동분향소를 찾아 엿새째 조문했습니다.  한덕수 국무총리도 동행했고, 어제는 조문 길에 함께 하지 않았던 이상민 행정안전부 장관도 같이 분향소에 나왔습니다. ",https://v.daum.net/v/20221105145002695
0,7.42,38.45,34.2,39.45,32.86,63.58,"尹 ""꽃다운 청년 못지킨 미안한 마음, 영원히 떠나지 않을 것""","[아이뉴스24 이재용 기자] 윤석열 대통령은 국가애도기간 마지막 날에 '이태원 참사' 위로 예배에 참석해 ""꽃다운 청년들을 지켜주지 못한 미안한 마음은 영원히 저를 떠나지 않을 것""이라고 사과했다. 전날 ""대통령으로서 비통하고 죄송한 마음""이라며 공개 석상에서 첫 사과를 전한 데 이어 이틀째 사과의 뜻을 전한 것이다. 윤 대통령은 5일 오전 11시 한국교회총연합·한국교회봉사단이 서울 서초구 백석대 서울캠퍼스에서 진행한 한국교회 이태원 참사 위로예배에 김건희 여사와 참석했다. 검은색 정장 차림을 한 윤 대통령과 김 여사는 나란히 맨 앞줄에 앉았다. 중간에 단상 위로 자리를 옮겨 예배를 드리던 윤 대통령은 마이크 앞에 서서 위로사를 통해 ""우리가 마주한 깊은 슬픔과 아픔을 보듬고 함께 기도할 수 있는 시간을 마련해주셔서 정말 고맙다""고 했다. 윤 대통령은 ""부모님은 사랑하는 자녀를, 친구들은 소중한 벗을 하루 아침에 잃었다""며 ""꽃다운 청년들을 지켜주지 못한 미안한 마음은 영원히 저를 떠나지 않을 것""이라고 말했다. 그러면서 ""무한한 책임감으로, 무한한 책임감으로 이러한 비극이 발생하지 않도록 할 것""이라고 강조했다. 그는 ""이 비극은 우리 모두의 슬픔이고 우리 모두의 아픔""이라며 ""늘 어려운 이웃에 든든한 버팀목이 되어준 한국교회와 성도들께서 사랑으로, 믿음으로 우리 사회의 아픔을 보듬어 주시기를 부탁드린다""고 말했다. 이어 ""저와 정부가 마음을 다하고 온 힘을 다해 안전한 대한민국을 만들 수 있게 성도 여러분의 많은 기도를 부탁드린다""고 말했다. 윤 대통령 부부는 약 한 시간동안 진행된 예배를 마치고 나란히 퇴장했다.",https://v.daum.net/v/20221105143909497
0,12.36,43.48,36.46,42.47,31.6,66.43,"尹, “꽃다운 청년들 지키지 못한 미안함, 영원히 떠나지 않을 것”"," 5일 한국교회 이태원 참사 위로 예배에 참석해 밝혀 전일에는 “대통령으로서 비통·죄송한 마음” 공식사과 윤석열 대통령은 5일 “꽃다운 청년들을 지키지 못한 미안한 마음이 영원히 저를 떠나지 않을 것”이라고 밝혔다. 윤 대통령은 국가애도기간 마지막 날에도 합동분향소를 찾는 등 엿새째 조문을 이어갔다. 윤 대통령은 이날 서울 서초구 백석대학교 서울캠퍼스에서 열린 한국교회 이태원 참사 위로 예배에 참석해 이같이 말했다. 윤 대통령은 “무한한 책임감으로 이러한 비극이 발생하지 않도록 할 것”이라며 “이 비극은 우리 모두의 슬픔이고 모두의 아픔”이라고 말했다. 그러면서 “늘 어려운 이웃의 든든한 버팀목이 되어 주는 교회와 성도들이 사랑과 믿음으로 사회의 아픔을 보듬어 주길 부탁드린다”며 “저와 정부가 마음을 다하고 온 힘을 다해 안전한 대한민국을 만들 수 있도록 여러분의 많은 기도를 부탁드린다”고 덧붙였다. 이날 예배에는 김건희 여사도 참석했다. 윤 대통령은 국가애도기간 마지막 날인 5일 서울시청 앞 서울광장에 마련된 이태원 참사 희생자 합동분향소를 찾아 조문했다. 지난 30일 국가애도기간 선포 후 31일부터 하루도 빠짐 없이 합동 분향소를 찾아 희생자를 애도하면서 유가족들과 슬픔을 나눴다. 이날 조문에는 김대기 비서실장, 강승규 시민사회수석, 김은혜 홍보수석, 김용현 경호처장, 김일범 의전비서관, 천효정 부대변인 등도 함께 조문했다. 국가애도기간 마지막 날인만큼 한덕수 국무총리와 박진 외교, 조규홍 복지, 박보균 문체부 장관도 동행했다. 조문 보좌 논란을 빚은 이상민 행정안전부 장관도 참석했다.  윤 대통령은 지난달 31일에는 서울광장 분향소, 1일 오전에는 이태원 합동분향소와 이태원역 인근 추모공간을 방문한데 이어 저녁에는 부천과 서울 소재 병원 장례식장에 마련된 희생자 빈소를 조문하고 유가족을 위로했다. 서울광장 분향소는 2, 3, 4, 5일 연속으로 찾았다. 윤 대통령은 지난 4일에는 서울 조계사에서 열린 ‘이태원 참사 희생 영가 추모 위령법회’에 참석해 추도사를 통해 “국민 생명과 안전을 책임져야 하는 대통령으로서 비통하고 죄송한 마음”이라며 공식 석상에서 사과했다. 서종민 기자",https://v.daum.net/v/20221105143609471
0,15.61,35.38,36.78,41.29,36.47,55.78,尹 “꽃다운 청년들 못지킨 미안한 마음 떠나지 않을 것”,"            윤 대통령은 이날 서울 서초구 백석대 서울캠퍼스에서 열린 한국교회 이태원참사 위로 예배에 참석해 ‘위로 말씀’을 통해 이태원 참사에 대한 심경을 이같이 밝혔다. 이날 위로 예배에는 김건희 여사도 함께 참석했다.              [이데일리 박태진 기자] 윤석열 대통령은 5일 “꽃다운 청년들을 지키지 못한 미안한 마음이 영원히 저를 떠나지 않을 것”이라고 말했다.  윤 대통령은 “한국교회 지도자와 성도 여러분께서 우리가 마주한 슬픔과 아픔을 보듬고 함께 기도할 시간을 마련해줘서 감사하다”며 “부모님은 사랑하는 자녀를, 친구는 소중한 친구를 아침에 잃어 마음이 무겁다. 참으로 가슴이 아프다”고 말했다 . 윤 대통령은 또 “무한한 책임감으로 이러한 비극이 발생하지 않도록 할 것”이라며 “이 비극은 우리 모두의 슬픔이고 모두의 아픔”이라고 했다. 그러면서 “늘 어려운 이웃의 든든한 버팀목이 되어 주는 교회와 성도들이 사랑과 믿음으로 사회의 아픔을 보듬어 주길 부탁드린다”며 “저와 정부가 마음을 다하고 온 힘을 다해 안전한 대한민국을 만들 수 있도록 여러분의 많은 기도를 부탁드린다”고 덧붙였다.  앞서 윤 대통령은 전날 서울 조계사에서 열린 ‘이태원 참사 희생 영가 추모 위령법회’에도 김 여사와 함께 참석했다. 당시 추도사를 통해 “국민의 생명과 안전을 책임져야 하는 대통령으로서 비통하고 죄송한 마음”이라며 공식 석상에서 사과했다. 박태진 (tjpark@edaily.co.kr) ",https://v.daum.net/v/20221105143539459
0,10.93,27.9,28.65,33.72,23.78,34.43,"尹대통령, ‘이태원 참사’ 위로예배…“꽃다운 청년들 지켜주지 못해”"," 윤 대통령은 전날 서울 조계사에서 열린 ‘이태원 참사 희생 영가 추모 위령법회’에 참석해 추도사를 통해 “국민 생명과 안전을 책임져야 하는 대통령으로서 비통하고 죄송한 마음”이라며 공식 석상에서 처음으로 사과했다. 이 자리에도 김 여사가 함께 했다.  [헤럴드경제=최은지 기자] 윤석열 대통령은 5일 “꽃다운 청년들을 지켜주지 못한 미안한 마음은 영원히 저를 떠나지 않을 것”이라고 밝혔다. 윤 대통령은 이날 오전 서울 서초구 백석대 서울캠퍼스에서 열린 한국교회 이태원참사 위로 예배에 참석해 ‘위로말씀’을 통해 “무한한 책임감으로 이런 비극이 발생하지 않도록 할 것”이라며 이렇게 말했다. 이 자리에는 부인 김건희 여사도 참석했다. 윤 대통령은 “한국교회 지도자 여러분, 성도 여러분. 우리가 마주한 깊은 슬픔과 아픔을 보듬고 함께 기도할 수 있는 시간을 마련해 주셔서 정말 고맙다”다고 말했다. 이어 “부모님은 사랑하는 자녀를, 친구들은 소중한 벗을 하루아침에 잃었다”며 “마음이 무겁다. 참으로 가슴이 아프다”고 했다. 그러면서 “이 비극은 우리 모두의 슬픔이고 우리 모두의 아픔”이라며 “늘 어려운 이웃의 든든한 버팀목이 되어준 한국교회와 성도들께서 사랑으로 또 믿음으로 우리 사회의 아픔을 보듬어주시기를 부탁드린다”고 당부했다. 윤 대통령은 “저와 정부가 마음을 다하고 온 힘을 다해 안전한 대한민국을 만들 수 있도록 성도 여러분의 많은 기도 부탁드리겠다”고 덧붙였다. silverpaper@heraldcorp.com",https://v.daum.net/v/20221105142408273
0,17.85,25.88,31.14,39.45,24.63,22.32,윤석열 대통령 내외 '이태원 참사 위로 예배 참석' [뉴시스Pic]," [서울=뉴시스]전신 기자 = 윤석열 대통령은 5일 ""꽃다운 청년들을 지키지 못한 미안한 마음이 영원히 저를 떠나지 않을 것""이라고 밝혔다. 윤 대통령은 이날 서울 서초구 백석대학교 서울캠퍼스에서 열린 한국교회 이태원 참사 위로 예배에 참석해 이같이 말했다. 윤 대통령은 ""무한한 책임감으로 이러한 비극이 발생하지 않도록 할 것""이라며 ""이 비극은 우리 모두의 슬픔이고 모두의 아픔""이라고 했다. 그러면서 ""늘 어려운 이웃의 든든한 버팀목이 되어 주는 교회와 성도들이 사랑과 믿음으로 사회의 아픔을 보듬어 주길 부탁드린다""며 ""저와 정부가 마음을 다하고 온 힘을 다해 안전한 대한민국을 만들 수 있도록 여러분의 많은 기도를 부탁드린다""고 덧붙였다. 이날 예배에는 김건희 여사도 참석했다.              ☞공감언론 뉴시스 photo1006@newsis.com ",https://v.daum.net/v/20221105140936070
0,11.93,11.7,26.66,29.94,23.92,25.81,"윤 대통령 ""꽃다운 청년 지키지 못해 미안한 마음""…이틀째 공식석상 사과"," 윤석열 대통령이 ‘이태원 참사’ 국가애도기간 마지막 날인 오늘(5일) “꽃다운 청년들을 지켜주지 못한 미안한 마음은 영원히 저를 떠나지 않을 것”이라고 말했습니다. 전날 “대통령으로서 비통하고 죄송한 마음”이라며 첫 사과를 전한 데 이어 이틀째 공식석상서 사과의 뜻을밝힌 겁니다.  윤 대통령은 이날 백석대학교 서울캠퍼스에서 열린 ‘한국교회 이태원 참사 위로예배’에 참석해 이 같이 말했습니다. 윤 대통령의 부인 김건희 여사도 동행했습니다.  이 자리에서 윤 대통령은 위로사를 통해 “우리가 마주한 깊은 슬픔과 아픔을 보듬고 함께 기도할 수 있는 시간을 마련해주셔서 정말 고맙다”고 운을 뗐습니다.  이어 “부모님은 사랑하는 자녀를, 친구들은 소중한 벗을 하루아침에 잃었다. 마음이 무겁고 참으로 가슴이 아프다”며 “무한한 책임감으로, 무한한 책임감으로 이러한 비극이 발생하지 않도록 하겠다. 이 비극은 우리 모두의 슬픔이고 모두의 아픔”이라고 말했습니다.  또한 “늘 어려운 이웃의 든든한 버팀목이 되어 주는 교회와 성도들이 사랑과 믿음으로 사회의 아픔을 보듬어 주길 부탁드린다”며 “저와 정부가 마음을 다하고 온 힘을 다해 안전한 대한민국을 만들 수 있도록 여러분의 많은 기도를 부탁드린다”고 덧붙였습니다.  윤 대통령 내외는 예배 내내 자리를 지키며 굳은 표정으로 두 손을 모은 채 기도하고, 설교를 들으며 고개를 끄덕이는 모습을 보였습니다.   이날 예배에 앞서 윤 대통령은 지난 4일 서울 조계사에서 열린 ‘이태원 참사 희생 영가 추모 위령법회’에 참석해 추도사를 통해 “국민 생명과 안전을 책임져야 하는 대통령으로서 비통하고 죄송한 마음”이라며 “슬픔과 아픔이 깊은 만큼 책임 있게 사고를 수습하고 무엇보다 다시는 이런 비극이 발생하지 않도록 하는 큰 책임이 정부에 있음을 잘 안다. 저와 정부는 다시는 이런 비극을 겪지 않도록 최선을 다하겠다”고 말한 바 있습니다. [김지영 디지털뉴스 기자 jzero@mbn.co.kr] ",https://v.daum.net/v/20221105140018907
0,5.34,34.22,31.5,43.35,23.91,64.93,"윤 대통령 “꽃다운 청년 지켜주지 못한 미안함, 영원히”","윤석열 대통령이 5일 “꽃다운 청년들을 지켜주지 못한 미안한 마음은 영원히 저를 떠나지 않을 것”이라고 말했다.  윤 대통령은 이날 오전 11시 서울 서초구 백석대 서울캠퍼스에서 열린 한국교회 ‘이태원 참사 위로 예배’에 참석해 “부모님은 사랑하는 자녀를, 친구들은 소중한 벗을 하루아침에 잃었다. 마음이 무겁다. 참으로 가슴이 아프다”며 이렇게 말했다 윤 대통령은 이어 “무한한 책임감으로 이러한 비극이 발생하지 않도록 할 것”이라며 “이 비극은 우리 모두의 슬픔이고 우리 모두의 아픔”이라고 했다. 그러면서 “늘 어려운 이웃의 든든한 버팀목이 되어 주는 한국교회와 성도들께서 사랑으로, 믿음으로, 우리 사회의 아픔을 보듬어 주길 부탁드린다”며 “저와 정부가 마음을 다하고 온 힘을 다해 안전한 대한민국을 만들 수 있도록 성도 여러분의 많은 기도를 부탁드린다”고 덧붙였다. 이날 예배에는 김건희 여사도 함께 참석했다. 윤 대통령 부부는 예배 내내 자리를 지키고 두 손을 모은 채 기도하거나 찬송을 따라 불렀다. 예배에는 김대기 비서실장, 김용현 경호처장, 김은혜 홍보수석, 강승규 시민사회수석, 임종득 안보실 2차장, 김일범 의전비서관 등이 함께했다.  앞서 윤 대통령은 전날 서울 조계사에서 열린 ‘이태원 참사 희생 영가 추모 위령 법회’에 참석해 추도사를 하며 “국민 생명과 안전을 책임져야 하는 대통령으로서 비통하고 죄송한 마음”이라며 공개 장소에서 처음 사과했다. 김미나 기자 mina@hani.co.kr",https://v.daum.net/v/20221105135501825
